model_id,instrument,scale,effect,pairs,difference,ci_low,ci_high
anthropic/claude-sonnet-5,attention_checks,attention,evaluator_minus_bare,30,0.0,0.0,0.0
anthropic/claude-sonnet-5,attention_checks,attention,first_minus_third,30,0.0,0.0,0.0
anthropic/claude-sonnet-5,ethics_phase2,ethics.commonsense,evaluator_minus_bare,48,0.004166666666666669,-0.029166666666666664,0.04583333333333334
anthropic/claude-sonnet-5,ethics_phase2,ethics.commonsense,first_minus_third,48,-0.004166666666666667,-0.05833333333333334,0.049999999999999996
anthropic/claude-sonnet-5,ethics_phase2,ethics.deontology,evaluator_minus_bare,48,3.469446951953614e-18,-0.07083333333333333,0.07916666666666666
anthropic/claude-sonnet-5,ethics_phase2,ethics.deontology,first_minus_third,48,0.05,-0.025000000000000005,0.125
anthropic/claude-sonnet-5,ethics_phase2,ethics.justice,evaluator_minus_bare,48,0.004166666666666667,-0.07916666666666666,0.08333333333333333
anthropic/claude-sonnet-5,ethics_phase2,ethics.justice,first_minus_third,48,0.029166666666666667,-0.049999999999999996,0.11666666666666665
anthropic/claude-sonnet-5,ethics_phase2,ethics.utilitarianism,evaluator_minus_bare,48,-0.05416666666666667,-0.10833333333333334,-0.008333333333333331
anthropic/claude-sonnet-5,ethics_phase2,ethics.utilitarianism,first_minus_third,48,-0.037500000000000006,-0.09166666666666667,0.008333333333333331
anthropic/claude-sonnet-5,ethics_phase2,ethics.virtue,evaluator_minus_bare,48,0.025,-0.016666666666666663,0.07916666666666668
anthropic/claude-sonnet-5,ethics_phase2,ethics.virtue,first_minus_third,48,0.008333333333333331,-0.041666666666666664,0.0625
anthropic/claude-sonnet-5,ipip_neo_120,ipip.agreeableness.altruism,evaluator_minus_bare,8,5.551115123125783e-17,-0.30000000000000004,0.3500000000000001
anthropic/claude-sonnet-5,ipip_neo_120,ipip.agreeableness.altruism,first_minus_third,8,0.75,0.3999999999999999,1.1
anthropic/claude-sonnet-5,ipip_neo_120,ipip.agreeableness.cooperation,evaluator_minus_bare,8,-0.02499999999999991,-0.22499999999999987,0.15000000000000013
anthropic/claude-sonnet-5,ipip_neo_120,ipip.agreeableness.cooperation,first_minus_third,8,0.875,0.7000000000000002,1.0
anthropic/claude-sonnet-5,ipip_neo_120,ipip.agreeableness.modesty,evaluator_minus_bare,8,-0.2250000000000001,-0.5000000000000002,0.0
anthropic/claude-sonnet-5,ipip_neo_120,ipip.agreeableness.modesty,first_minus_third,8,1.225,1.0,1.5
anthropic/claude-sonnet-5,ipip_neo_120,ipip.agreeableness.morality,evaluator_minus_bare,8,-0.07500000000000007,-0.17500000000000016,0.0
anthropic/claude-sonnet-5,ipip_neo_120,ipip.agreeableness.morality,first_minus_third,8,0.975,0.8249999999999998,1.1
anthropic/claude-sonnet-5,ipip_neo_120,ipip.agreeableness.sympathy,evaluator_minus_bare,8,-0.17499999999999988,-0.575,0.15000000000000013
anthropic/claude-sonnet-5,ipip_neo_120,ipip.agreeableness.sympathy,first_minus_third,8,1.125,0.625,1.625
anthropic/claude-sonnet-5,ipip_neo_120,ipip.agreeableness.trust,evaluator_minus_bare,8,0.08125000000000016,-0.1999999999999998,0.4312500000000001
anthropic/claude-sonnet-5,ipip_neo_120,ipip.agreeableness.trust,first_minus_third,8,0.08124999999999993,-0.3250000000000001,0.4437499999999999
anthropic/claude-sonnet-5,ipip_neo_120,ipip.conscientiousness.achievement_striving,evaluator_minus_bare,8,-0.07499999999999996,-0.35,0.2250000000000001
anthropic/claude-sonnet-5,ipip_neo_120,ipip.conscientiousness.achievement_striving,first_minus_third,8,1.275,0.5750000000000002,1.975
anthropic/claude-sonnet-5,ipip_neo_120,ipip.conscientiousness.cautiousness,evaluator_minus_bare,8,-0.22499999999999987,-0.4999999999999998,0.04999999999999999
anthropic/claude-sonnet-5,ipip_neo_120,ipip.conscientiousness.cautiousness,first_minus_third,8,1.775,1.3,2.2499999999999996
anthropic/claude-sonnet-5,ipip_neo_120,ipip.conscientiousness.dutifulness,evaluator_minus_bare,8,0.15000000000000008,-0.050000000000000044,0.3250000000000001
anthropic/claude-sonnet-5,ipip_neo_120,ipip.conscientiousness.dutifulness,first_minus_third,8,0.7999999999999998,0.6999999999999997,0.8999999999999999
anthropic/claude-sonnet-5,ipip_neo_120,ipip.conscientiousness.orderliness,evaluator_minus_bare,8,-0.09999999999999987,-0.5249999999999997,0.19999999999999996
anthropic/claude-sonnet-5,ipip_neo_120,ipip.conscientiousness.orderliness,first_minus_third,8,1.5499999999999998,0.6250000000000001,2.3499999999999996
anthropic/claude-sonnet-5,ipip_neo_120,ipip.conscientiousness.self_discipline,evaluator_minus_bare,8,0.025000000000000022,-0.275,0.37500000000000006
anthropic/claude-sonnet-5,ipip_neo_120,ipip.conscientiousness.self_discipline,first_minus_third,8,1.075,0.425,1.725
anthropic/claude-sonnet-5,ipip_neo_120,ipip.conscientiousness.self_efficacy,evaluator_minus_bare,8,0.1750000000000001,0.0,0.3500000000000001
anthropic/claude-sonnet-5,ipip_neo_120,ipip.conscientiousness.self_efficacy,first_minus_third,8,0.27499999999999997,-0.1999999999999999,0.6999999999999998
anthropic/claude-sonnet-5,ipip_neo_120,ipip.extraversion.activity_level,evaluator_minus_bare,8,0.32499999999999996,-0.04999999999999999,0.7
anthropic/claude-sonnet-5,ipip_neo_120,ipip.extraversion.activity_level,first_minus_third,8,-0.375,-0.875,0.12499999999999997
anthropic/claude-sonnet-5,ipip_neo_120,ipip.extraversion.assertiveness,evaluator_minus_bare,8,0.10000000000000009,-0.12499999999999994,0.35000000000000014
anthropic/claude-sonnet-5,ipip_neo_120,ipip.extraversion.assertiveness,first_minus_third,8,0.40000000000000013,-0.29999999999999993,1.1750000000000003
anthropic/claude-sonnet-5,ipip_neo_120,ipip.extraversion.cheerfulness,evaluator_minus_bare,8,0.25000000000000006,-0.025000000000000022,0.6000000000000001
anthropic/claude-sonnet-5,ipip_neo_120,ipip.extraversion.cheerfulness,first_minus_third,8,-0.3,-0.5750000000000001,1.1102230246251565e-16
anthropic/claude-sonnet-5,ipip_neo_120,ipip.extraversion.excitement_seeking,evaluator_minus_bare,8,0.325,0.04999999999999999,0.725
anthropic/claude-sonnet-5,ipip_neo_120,ipip.extraversion.excitement_seeking,first_minus_third,8,-1.0250000000000001,-1.425,-0.65
anthropic/claude-sonnet-5,ipip_neo_120,ipip.extraversion.friendliness,evaluator_minus_bare,8,-0.025000000000000022,-0.49999999999999994,0.45000000000000007
anthropic/claude-sonnet-5,ipip_neo_120,ipip.extraversion.friendliness,first_minus_third,8,0.22499999999999987,-0.37500000000000006,0.8499999999999999
anthropic/claude-sonnet-5,ipip_neo_120,ipip.extraversion.gregariousness,evaluator_minus_bare,8,0.04999999999999999,-0.42499999999999993,0.575
anthropic/claude-sonnet-5,ipip_neo_120,ipip.extraversion.gregariousness,first_minus_third,8,-0.6499999999999999,-1.1749999999999998,-0.125
anthropic/claude-sonnet-5,ipip_neo_120,ipip.neuroticism.anger,evaluator_minus_bare,8,0.32499999999999996,0.12499999999999989,0.5499999999999998
anthropic/claude-sonnet-5,ipip_neo_120,ipip.neuroticism.anger,first_minus_third,8,-1.475,-1.925,-0.9999999999999999
anthropic/claude-sonnet-5,ipip_neo_120,ipip.neuroticism.anxiety,evaluator_minus_bare,8,0.42499999999999993,0.024999999999999967,0.95
anthropic/claude-sonnet-5,ipip_neo_120,ipip.neuroticism.anxiety,first_minus_third,8,-2.125,-2.55,-1.575
anthropic/claude-sonnet-5,ipip_neo_120,ipip.neuroticism.depression,evaluator_minus_bare,8,-0.06875,-0.45000000000000007,0.24375000000000002
anthropic/claude-sonnet-5,ipip_neo_120,ipip.neuroticism.depression,first_minus_third,8,-0.9187500000000001,-1.4125,-0.39999999999999997
anthropic/claude-sonnet-5,ipip_neo_120,ipip.neuroticism.immoderation,evaluator_minus_bare,8,-0.12500000000000003,-0.35000000000000003,0.05000000000000007
anthropic/claude-sonnet-5,ipip_neo_120,ipip.neuroticism.immoderation,first_minus_third,8,-0.675,-0.925,-0.425
anthropic/claude-sonnet-5,ipip_neo_120,ipip.neuroticism.self_consciousness,evaluator_minus_bare,8,0.21875,-0.125,0.61875
anthropic/claude-sonnet-5,ipip_neo_120,ipip.neuroticism.self_consciousness,first_minus_third,8,-1.88125,-2.475,-1.2062499999999998
anthropic/claude-sonnet-5,ipip_neo_120,ipip.neuroticism.vulnerability,evaluator_minus_bare,8,0.32499999999999996,0.09999999999999992,0.55
anthropic/claude-sonnet-5,ipip_neo_120,ipip.neuroticism.vulnerability,first_minus_third,8,-1.625,-2.05,-1.2249999999999999
anthropic/claude-sonnet-5,ipip_neo_120,ipip.openness.adventurousness,evaluator_minus_bare,8,-0.22500000000000003,-0.9749999999999999,0.42499999999999977
anthropic/claude-sonnet-5,ipip_neo_120,ipip.openness.adventurousness,first_minus_third,8,1.025,0.32499999999999996,1.75
anthropic/claude-sonnet-5,ipip_neo_120,ipip.openness.artistic_interests,evaluator_minus_bare,8,0.10000000000000003,-0.07499999999999996,0.3
anthropic/claude-sonnet-5,ipip_neo_120,ipip.openness.artistic_interests,first_minus_third,8,0.8500000000000001,0.4500000000000002,1.2
anthropic/claude-sonnet-5,ipip_neo_120,ipip.openness.emotionality,evaluator_minus_bare,8,0.32500000000000007,-0.3249999999999999,1.1250000000000002
anthropic/claude-sonnet-5,ipip_neo_120,ipip.openness.emotionality,first_minus_third,8,-0.07500000000000001,-1.275,1.1749999999999998
anthropic/claude-sonnet-5,ipip_neo_120,ipip.openness.imagination,evaluator_minus_bare,8,0.7999999999999999,0.19999999999999996,1.4749999999999999
anthropic/claude-sonnet-5,ipip_neo_120,ipip.openness.imagination,first_minus_third,8,-0.2,-0.9500000000000002,0.5
anthropic/claude-sonnet-5,ipip_neo_120,ipip.openness.intellect,evaluator_minus_bare,8,-0.024999999999999967,-0.325,0.37500000000000006
anthropic/claude-sonnet-5,ipip_neo_120,ipip.openness.intellect,first_minus_third,8,1.675,1.3,2.075
anthropic/claude-sonnet-5,ipip_neo_120,ipip.openness.liberalism,evaluator_minus_bare,8,0.35,0.09999999999999987,0.7
anthropic/claude-sonnet-5,ipip_neo_120,ipip.openness.liberalism,first_minus_third,8,0.25,-0.5499999999999999,1.025
anthropic/claude-sonnet-5,mfq2_phase2,mfq2.authority,evaluator_minus_bare,12,0.26666666666666655,-0.06666666666666676,0.6
anthropic/claude-sonnet-5,mfq2_phase2,mfq2.authority,first_minus_third,12,-0.3333333333333333,-0.6333333333333333,-0.04999999999999993
anthropic/claude-sonnet-5,mfq2_phase2,mfq2.care,evaluator_minus_bare,12,0.3166666666666666,0.11666666666666647,0.5333333333333332
anthropic/claude-sonnet-5,mfq2_phase2,mfq2.care,first_minus_third,12,-0.3166666666666667,-0.6166666666666668,-0.06666666666666665
anthropic/claude-sonnet-5,mfq2_phase2,mfq2.equality,evaluator_minus_bare,12,0.18749999999999997,-0.050000000000000024,0.4375
anthropic/claude-sonnet-5,mfq2_phase2,mfq2.equality,first_minus_third,12,-0.3541666666666667,-0.6125,-0.11666666666666668
anthropic/claude-sonnet-5,mfq2_phase2,mfq2.loyalty,evaluator_minus_bare,12,0.4,0.03333333333333344,0.8333333333333334
anthropic/claude-sonnet-5,mfq2_phase2,mfq2.loyalty,first_minus_third,12,-0.5666666666666668,-0.9833333333333334,-0.21666666666666679
anthropic/claude-sonnet-5,mfq2_phase2,mfq2.proportionality,evaluator_minus_bare,12,0.2999999999999999,0.03333333333333318,0.6333333333333333
anthropic/claude-sonnet-5,mfq2_phase2,mfq2.proportionality,first_minus_third,12,-0.30000000000000016,-0.6000000000000002,-2.220446049250313e-16
anthropic/claude-sonnet-5,mfq2_phase2,mfq2.purity,evaluator_minus_bare,12,0.35000000000000003,0.10000000000000003,0.6166666666666667
anthropic/claude-sonnet-5,mfq2_phase2,mfq2.purity,first_minus_third,12,-0.5833333333333333,-0.9833333333333334,-0.23333333333333325
anthropic/claude-sonnet-5,ous_ggb,ggb.impartial_beneficence,evaluator_minus_bare,24,0.10833333333333332,-0.00833333333333334,0.22499999999999998
anthropic/claude-sonnet-5,ous_ggb,ggb.impartial_beneficence,first_minus_third,24,0.05833333333333335,-0.12499999999999996,0.2416666666666667
anthropic/claude-sonnet-5,ous_ggb,ggb.instrumental_harm,evaluator_minus_bare,24,0.12083333333333336,0.016666666666666673,0.22291666666666668
anthropic/claude-sonnet-5,ous_ggb,ggb.instrumental_harm,first_minus_third,24,-0.04583333333333333,-0.14375000000000002,0.06666666666666665
deepseek/deepseek-v4-pro-0813,attention_checks,attention,evaluator_minus_bare,30,0.0,0.0,0.0
deepseek/deepseek-v4-pro-0813,attention_checks,attention,first_minus_third,30,0.0,0.0,0.0
deepseek/deepseek-v4-pro-0813,ethics_phase2,ethics.commonsense,evaluator_minus_bare,48,0.0,-0.025000000000000005,0.025000000000000005
deepseek/deepseek-v4-pro-0813,ethics_phase2,ethics.commonsense,first_minus_third,48,0.016666666666666666,0.0,0.041666666666666664
deepseek/deepseek-v4-pro-0813,ethics_phase2,ethics.deontology,evaluator_minus_bare,48,-0.07083333333333333,-0.13333333333333333,-0.004166666666666669
deepseek/deepseek-v4-pro-0813,ethics_phase2,ethics.deontology,first_minus_third,48,0.07083333333333333,-0.016666666666666666,0.15416666666666667
deepseek/deepseek-v4-pro-0813,ethics_phase2,ethics.justice,evaluator_minus_bare,48,-0.004166666666666668,-0.05416666666666666,0.04583333333333334
deepseek/deepseek-v4-pro-0813,ethics_phase2,ethics.justice,first_minus_third,48,0.05416666666666667,-0.00416666666666666,0.1125
deepseek/deepseek-v4-pro-0813,ethics_phase2,ethics.utilitarianism,evaluator_minus_bare,48,-0.058333333333333334,-0.125,0.004166666666666666
deepseek/deepseek-v4-pro-0813,ethics_phase2,ethics.utilitarianism,first_minus_third,48,-0.008333333333333335,-0.07083333333333335,0.05416666666666667
deepseek/deepseek-v4-pro-0813,ethics_phase2,ethics.virtue,evaluator_minus_bare,48,-0.0625,-0.11666666666666665,-0.016666666666666666
deepseek/deepseek-v4-pro-0813,ethics_phase2,ethics.virtue,first_minus_third,48,0.037500000000000006,-0.008333333333333326,0.08333333333333333
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.agreeableness.altruism,evaluator_minus_bare,7,0.13571428571428562,-0.3071428571428572,0.6857142857142856
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.agreeableness.altruism,first_minus_third,7,-0.07857142857142867,-0.6571428571428571,0.4142857142857141
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.agreeableness.cooperation,evaluator_minus_bare,6,0.2833333333333334,0.05000000000000001,0.6000000000000001
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.agreeableness.cooperation,first_minus_third,6,0.675,0.3083333333333333,1.1083333333333334
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.agreeableness.modesty,evaluator_minus_bare,6,-0.18333333333333338,-0.65,0.14999999999999994
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.agreeableness.modesty,first_minus_third,6,-0.016666666666666646,-0.15000000000000002,0.10000000000000009
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.agreeableness.morality,evaluator_minus_bare,5,0.05999999999999987,-0.21000000000000013,0.3299999999999999
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.agreeableness.morality,first_minus_third,5,0.68,0.25,1.1700000000000002
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.agreeableness.sympathy,evaluator_minus_bare,7,-0.32142857142857134,-1.0357142857142858,0.25714285714285723
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.agreeableness.sympathy,first_minus_third,7,0.38571428571428573,0.014285714285714235,0.7285714285714285
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.agreeableness.trust,evaluator_minus_bare,8,-0.03125000000000017,-0.38125000000000037,0.2812499999999999
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.agreeableness.trust,first_minus_third,8,0.1687499999999999,-0.06875000000000009,0.44999999999999996
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.conscientiousness.achievement_striving,evaluator_minus_bare,8,0.043749999999999956,-0.4625,0.6062499999999998
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.conscientiousness.achievement_striving,first_minus_third,8,0.4312499999999998,-0.11875000000000036,0.9499999999999997
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.conscientiousness.cautiousness,evaluator_minus_bare,5,-0.09000000000000004,-0.68,0.6699999999999999
deepseek/deepseek-v4-pro-0813,ipip_neo_120,ipip.conscientiousness.cautiousness,first_minus_third,5,-0.5099999999999999,-1.3,0.28000000000000014
